Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
41045061,The Mind Is Flat: The Remarkable Shallowness of the Improvising Brain,Nick Chater,"Chater, Nick",,"=""0300240619""","=""9780300240610""",0,Yale University Press,Kindle Edition,274,2018,,,2026/04/13,currently-reading,currently-reading (#20),currently-reading,,,,1,0
249620621,How to Slay a Wizard,Owen Benjamin,"Benjamin, Owen",,"=""""","=""""",5,Castalia House,Kindle Edition,185,2026,,2026/04/13,2026/03/17,,,read,,,,1,0
245172054,Wisdom Untethered: The Time for Questions,Michael A. Singer,"Singer, Michael A.",,"=""""","=""9798900220369""",0,New Harbinger Publications,Kindle Edition,,2026,2026,,2026/03/27,currently-reading,currently-reading (#19),currently-reading,,,,1,0
224458629,"Chess Made Simple: A Beginner's Guide to Learn Rules, Develop Strategies, Master Tactics, Visualize Moves, and Build Confidence to Win More Games!",Alexander Knight,"Knight, Alexander",,"=""""","=""""",0,VB Creative Publishing,Kindle Edition,188,2025,,,2026/03/15,currently-reading,currently-reading (#18),currently-reading,,,,1,0
35881748,Life 3.0: Being Human in the Age of Artificial Intelligence,Max Tegmark,"Tegmark, Max",,"=""1101946601""","=""9781101946602""",0,Vintage,Kindle Edition,364,2017,2017,,2026/02/01,currently-reading,currently-reading (#17),currently-reading,,,,1,0
61149872,The Inmate,Freida McFadden,"McFadden, Freida",,"=""""","=""""",3,Hollywood Upstairs Press ,Kindle Edition,388,2022,2022,2026/01/25,2026/01/17,,,read,,,,1,0
36215712,The Word is Murder (Hawthorne & Horowitz #1),Anthony Horowitz,"Horowitz, Anthony",,"=""0062676814""","=""9780062676818""",3,Harper,Kindle Edition,271,2018,2017,2026/01/17,2026/01/04,,,read,,,,1,0
20423680,"The Last Town (Wayward Pines, #3)",Blake Crouch,"Crouch, Blake",,"=""1477872582""","=""9781477872581""",3,Thomas & Mercer,Kindle Edition,294,2014,2014,2026/01/06,2026/01/06,,,read,,,,1,0
209329769,Somatic Exercises For Nervous System Regulation: 35 Beginner – Intermediate Techniques To Reduce Anxiety & Tone Your Vagus Nerve In Under 10 Minutes A Day (Anxiety Relief),LearnWell Books,"Books, LearnWell",,"=""1922922536""","=""9781922922533""",4,LearnWell Books,Kindle Edition,146,2024,,2026/01/06,2024/08/04,,,read,,,,1,0
232294916,You Can Just Do Things: The Power of Permissionless Action,Jay Yang,"Yang, Jay",,"=""""","=""9798992459241""",3,,Kindle Edition,148,2025,,2026/01/06,2025/11/30,,,read,,,,1,0
227981608,"The World is a Cosmic Joke - It's So Simple, You Will Laugh",SnakeSpeak Publishing,"Publishing, SnakeSpeak",,"=""""","=""9798310662360""",4,SnakeSpeak Publishing,Kindle Edition,79,2025,,2026/01/06,2025/11/23,,,read,,,,1,0
42740231,"Fall; or, Dodge in Hell",Neal Stephenson,"Stephenson, Neal",,"=""""","=""""",4,William Morrow,Kindle Edition,892,2019,2019,2026/01/06,2025/07/28,,,read,,,,1,0
62080187,Never Lie,Freida McFadden,"McFadden, Freida",,"=""""","=""""",5,Hollywood Upstairs Press,Kindle Edition,286,2022,2022,2026/01/06,2026/01/04,,,read,,,,1,0
216746418,Cold Calling Sucks (And That's Why It Works): A Step-by-Step Guide to Calling Strangers in Sales,Armand Farrokh,"Farrokh, Armand",Nick Cegelski,"=""""","=""9798991156936""",0,Transcendent Publishing,Kindle Edition,257,2024,,,2026/01/03,currently-reading,currently-reading (#16),currently-reading,,,,1,0
60692475,Wayward: Wayward Pines: 2 (The Wayward Pines Trilogy),Blake Crouch,"Crouch, Blake",,"=""0593598490""","=""9780593598498""",5,Ballantine Books,Kindle Edition,339,2022,2013,,2025/12/31,,,read,,,,1,0
60759964,Pines: Wayward Pines: 1 (The Wayward Pines Trilogy),Blake Crouch,"Crouch, Blake",,"=""0593598334""","=""9780593598337""",4,Ballantine Books,Kindle Edition,303,2022,2012,2025/12/29,2025/12/17,,,read,,,,1,0
60556912,"The Housemaid (The Housemaid, #1)",Freida McFadden,"McFadden, Freida",,"=""1803144378""","=""9781803144375""",0,Bookouture,Kindle Edition,329,2022,2022,,2025/12/24,currently-reading,currently-reading (#15),currently-reading,,,,1,0
55737242,Selling the Cloud : A Playbook for Success in Cloud Software and Enterprise Sales,Mark Petruzzi,"Petruzzi, Mark",Paul Melchiorre,"=""""","=""""",0,,Kindle Edition,206,2020,,,2025/12/17,currently-reading,currently-reading (#14),currently-reading,,,,1,0
232941278,Ingram,Louis C.K.,"C.K., Louis",,"=""1637747918""","=""9781637747919""",0,BenBella Books,Kindle Edition,288,2025,2025,,2025/12/17,currently-reading,currently-reading (#13),currently-reading,,,,1,0
43542745,Quo Vadis: A Story of St. Peter in Rome in the Reign of Emperor Nero,Henryk Sienkiewicz,"Sienkiewicz, Henryk",Jeremiah Curtin,"=""8026899326""","=""9788026899327""",0,e-artnow,Kindle Edition,291,2019,1896,,2025/11/26,currently-reading,currently-reading (#12),currently-reading,,,,1,0
156356558,The Great Awakening: Defeating the Globalists and Launching the Next Great Renaissance,Alex Jones,"Jones, Alex",Kent Heckenlively,"=""1510779035""","=""9781510779037""",5,Skyhorse,Kindle Edition,456,2023,,2025/11/24,2025/10/26,,,read,,,,1,0
22328,Neuromancer (Sprawl #1),William Gibson,"Gibson, William",,"=""""","=""""",2,Ace Books,Mass Market Paperback,271,1985,1984,2013/12/08,2013/12/08,,,read,,,,1,0
108942,"Bad Luck and Trouble (Jack Reacher, #11)",Lee Child,"Child, Lee",,"=""0385340559""","=""9780385340557""",0,Delacorte Press,Hardcover,378,2007,2007,,2025/09/18,to-read,to-read (#92),to-read,,,,0,0
212343945,"Irreducible: Consciousness, Life, Computers, and Human Nature",Federico Faggin,"Faggin, Federico",,"=""180341510X""","=""9781803415109""",5,Essentia Books,Kindle Edition,338,2024,,2025/06/03,2025/04/05,,,read,,,,1,0
53329296,Manhunt,Gretchen Felker-Martin,"Felker-Martin, Gretchen",,"=""1250794641""","=""9781250794642""",0,Nightfire,Paperback,296,2022,2022,,2025/07/09,to-read,to-read (#91),to-read,,,,0,0
11341317,The Brothers Karamazov,Fyodor Dostoevsky,"Dostoevsky, Fyodor","Richard Pevear, Larissa Volokhonsky","=""""","=""""",0,North Point Press,Kindle Edition,828,2002,1880,,2025/06/24,currently-reading,currently-reading (#11),currently-reading,,,,1,0
18881991,"Many Lives, Many Masters: The True Story of a Prominent Psychiatrist, His Young Patient, and the Past-Life Therapy That Changed Both Their Lives",Brian L. Weiss,"Weiss, Brian L.",,"=""""","=""""",0,Touchstone,Kindle Edition,227,2012,1988,,2025/05/20,currently-reading,currently-reading (#10),currently-reading,,,,1,0
212977735,The 5 Types of Wealth: A Transformative Guide to Design Your Dream Life,Sahil Bloom,"Bloom, Sahil",,"=""0593723198""","=""9780593723197""",2,Ballantine Books,Kindle Edition,379,2025,2025,2025/04/05,2025/04/05,,,read,,,,1,0
197029269,The Count of Monte Cristo (Alexandre Dumas Classics),Alexandre Dumas,"Dumas, Alexandre",,"=""1916700403""","=""9781916700406""",0,Global Publishers,Kindle Edition,1578,2023,1844,,2024/05/09,currently-reading,currently-reading (#9),currently-reading,,,,1,0
201952716,"Ikigai & Kaizen: The Japanese Strategy to Achieve Personal Happiness and Professional Success (How to set goals, stop procrastinating, be more productive, build good habits, focus, & thrive)",Anthony Raymond,"Raymond, Anthony",,"=""""","=""""",4,,Kindle Edition,241,2023,,,2024/06/21,,,read,,,,1,0
62090812,The Creative Act: A Way of Being,Rick Rubin,"Rubin, Rick",,"=""0593653424""","=""9780593653425""",4,Penguin Press,Kindle Edition,418,2023,2023,,2024/06/21,,,read,,,,1,0
18958777,The Book of Secrets: 112 Meditations to Discover the Mystery Within,Osho,"Osho, Osho",Osho,"=""""","=""""",3,Osho Media International,Kindle Edition,1327,2012,1974,2025/02/26,2020/09/18,,,read,,,,1,0
60749618,"The Body Keeps the Score: Brain, Mind, and Body in the Healing of Trauma",Bessel van der Kolk,"Kolk, Bessel van der",,"=""""","=""""",2,Viking Adult,Kindle Edition,445,2014,2014,2025/02/26,2022/05/21,,,read,,,,1,0
13503222,"Batman, Volume 1: The Court of Owls",Scott Snyder,"Snyder, Scott","Greg Capullo, Jonathan Glapion","=""1401238718""","=""9781401238711""",4,DC Comics,Kindle Edition,176,2012,2012,2025/02/26,2023/06/30,,,read,,,,1,0
123849373,Physique Secrets: The Complete Playbook For Building An Amazing Male Body,Nick Schlager,"Schlager, Nick",,"=""""","=""""",4,,Kindle Edition,441,2023,,2025/02/26,2023/08/05,,,read,,,,1,0
56238682,"Simply Philosophical Quotes: 915 Inspiring, Thought-Provoking Quotes from 10 Influential Philosophers to Open Your Third Eye",Abstract Thoughts,"Thoughts, Abstract",,"=""""","=""""",4,AT Publishing,Kindle Edition,264,2020,,2024/02/26,2023/11/10,,,read,,,,1,0
55445270,"The Book of Self Mastery: Timeless Quotes About Knowing, Changing, and Mastering Yourself",Ryan A. Bush,"Bush, Ryan A.",Designing the Mind,"=""""","=""""",4,Designing the Mind,Kindle Edition,157,2020,,2024/03/09,2024/03/09,,,read,,,,2,0
36951345,"Outbound Sales, No Fluff: Written by two millennials who have actually sold something this decade.",Ryan Reisert,"Reisert, Ryan",Rex Biberston,"=""""","=""""",2,,Kindle Edition,78,2017,,2024/07/26,2024/05/04,,,read,,,,1,0
58828739,Of Wolves and Men (Scribner Classics),Barry Lopez,"Lopez, Barry",,"=""""","=""""",4,Open Road Media,Kindle Edition,337,2016,1978,2024/11/01,2024/06/17,,,read,,,,1,0
53400015,The Book: On the Taboo Against Knowing Who You Are,Alan W. Watts,"Watts, Alan W.",,"=""""","=""""",3,,Kindle Edition,178,,1966,2024/11/26,2024/10/03,,,read,,,,1,0
2232424,Softwar: An Intimate Portrait of Larry Ellison and Oracle,Matthew Symonds,"Symonds, Matthew",Larry Ellison,"=""074322504X""","=""9780743225045""",5,Simon & Schuster,Hardcover,528,2003,2003,,2024/03/05,,,read,,,,2,0
29527553,Walden,Henry David Thoreau,"Thoreau, Henry David",,"=""1681959054""","=""9781681959054""",2,Coterie Classics,Kindle Edition,196,2016,1854,2025/02/26,2025/02/12,,,read,,,,1,0
53528292,Tao Te Ching,Lao Tzu,"Tzu, Lao","Sam Torode, Dwight Goddard","=""""","=""""",4,Ancient Renewal,Kindle Edition,90,2020,-350,2025/02/26,2020/09/18,,,read,,,,1,0
43849535,The Book of Five Rings,Miyamoto Musashi,"Musashi, Miyamoto",,"=""9897787917""","=""9789897787911""",3,KTHTK,Kindle Edition,101,2026,1645,2025/02/26,2020/09/18,,,read,,,,1,0
186074,"The Name of the Wind (The Kingkiller Chronicle, #1)",Patrick Rothfuss,"Rothfuss, Patrick",,"=""075640407X""","=""9780756404079""",5,Penguin Group DAW,Hardcover,662,2007,2007,2013/05/31,2013/05/14,,,read,,,,1,0
18899214,"The Billionaire and the Mechanic: How Larry Ellison and a Car Mechanic Teamed up to Win Sailing's Greatest Race, the Americas Cup, Twice",Julian Guthrie,"Guthrie, Julian",,"=""0802193315""","=""9780802193315""",5,Grove Press,Kindle Edition,434,2013,2013,2024/10/29,2024/10/29,,,read,,,,1,0
74516548,"Limitless Expanded Edition: Upgrade Your Brain, Learn Anything Faster, and Unlock Your Exceptional Life",Jim Kwik,"Kwik, Jim",,"=""1401968775""","=""9781401968779""",4,Hay House LLC,Kindle Edition,442,2023,2020,2024/10/19,2022/06/29,,,read,,,,1,0
8301050,"The Art of Asking: Ask Better Questions, Get Better Answers",Terry J. Fadem,"Fadem, Terry J.",,"=""""","=""""",4,FT Press,Kindle Edition,224,2008,2008,,2024/10/19,,,read,,,,1,0
11524771,Ghost in the Wires: My Adventures as the World's Most Wanted Hacker,Kevin D. Mitnick,"Mitnick, Kevin D.","William L. Simon, Steve Wozniak","=""""","=""""",4,"Little, Brown and Company",Kindle Edition,433,2011,2011,,2024/10/19,,,read,,,,1,0
133490878,The White Continent,Thomas R Henry,"Henry, Thomas R",,"=""""","=""""",3,William Sloane,Hardcover,0,1950,,,2024/10/19,,,read,,,,1,0
196848596,Good Energy: The Surprising Connection Between Metabolism and Limitless Health,Casey Means,"Means, Casey",Calley Means,"=""0593712641""","=""9780593712641""",5,Avery,Hardcover,400,2024,2024,,2024/10/19,,,read,,,,1,0
18887819,Get-Fit Guy's Secrets to a Better Workout,Ben Greenfield,"Greenfield, Ben",,"=""1466814225""","=""9781466814226""",2,St. Martin's Griffin,Kindle Edition,40,2012,2012,,2024/09/21,,,read,,,,2,0
45024007,The Singularity Is Nearer: When We Merge with AI,Ray Kurzweil,"Kurzweil, Ray",,"=""0399562761""","=""9780399562761""",5,Viking,Hardcover,432,2024,2024,2024/08/26,2024/08/17,,,read,,,,1,0
45437581,"The Unabomber Manifesto: A Brilliant Madman's Essay on Technology, Society, and the Future of Humanity",Theodore John Kaczynski,"Kaczynski, Theodore John",,"=""1544502168""","=""9781544502168""",4,Panthera Classics,Kindle Edition,226,2019,1995,2024/08/26,2024/06/01,,,read,,,,1,0
944652,Poor Charlie's Almanack: The Wit and Wisdom of Charles T. Munger,Charles T. Munger,"Munger, Charles T.",Peter E. Kaufman,"=""157864366X""","=""9781578643660""",3,Donning Co Pub,Hardcover,512,2006,2005,,2020/09/18,,,read,,,,1,0
57678729,The Qualified Sales Leader: Proven Lessons from a Five Time CRO,John McMahon,"McMahon, John",Dev Ittycheria,"=""""","=""""",4,,Kindle Edition,348,2021,,,2024/06/21,,,read,,,,1,0
242472,The Black Swan: The Impact of the Highly Improbable,Nassim Nicholas Taleb,"Taleb, Nassim Nicholas",,"=""1400063515""","=""9781400063512""",3,Random House ,Hardcover,480,2007,2007,,2020/09/18,,,read,,,,1,0
22047640,"Zero to One: Notes on Startups, or How to Build the Future",Peter Thiel,"Thiel, Peter",Blake  Masters,"=""""","=""""",4,Crown Business,ebook,223,2014,2014,,2020/02/17,,,read,,,,1,0
123684,Influence: Science and Practice,Robert B. Cialdini,"Cialdini, Robert B.",,"=""0321011473""","=""9780321011473""",4,Allyn & Bacon,Paperback,262,2001,1984,,2013/08/25,,,read,,,,1,0
54298022,Invent and Wander: The Collected Writings of Jeff Bezos,Jeff Bezos,"Bezos, Jeff",Walter Isaacson,"=""1647820723""","=""9781647820725""",4,Harvard Business Review Press,Kindle Edition,274,2020,2020,2024/08/24,2024/08/24,,,read,,,,1,0
56031730,Beyond Order: 12 More Rules for Life,Jordan B. Peterson,"Peterson, Jordan B.",,"=""0593084659""","=""9780593084656""",4,Portfolio,Kindle Edition,432,2021,2021,2021/04/02,2021/03/04,,,read,,,,1,0
54267352,The Tibetan Book of Living and Dying,Sogyal Rinpoche,"Rinpoche, Sogyal",,"=""""","=""""",4,HarperOne,Kindle Edition,,2020,1992,2024/06/21,2024/03/09,,,read,,,,1,0
18942667,"René Girard's Mimetic Theory (Studies in Violence, Mimesis & Culture)",Wolfgang Palaver,"Palaver, Wolfgang",,"=""1628961074""","=""9781628961072""",0,Michigan State University Press,Kindle Edition,418,2013,2008,2024/06/21,2020/07/02,,,read,,,,1,0
10813967,The Book of Life: Daily Meditations with Krishnamurti,J. Krishnamurti,"Krishnamurti, J.",,"=""""","=""""",3,,Kindle Edition,353,,1995,2024/06/21,2020/07/11,,,read,,,,1,0
24968342,"Nexus (Nexus, #1)",Ramez Naam,"Naam, Ramez",,"=""194294800X""","=""9781942948001""",4,Angry Robot,Kindle Edition,404,2019,2012,2024/06/21,2024/05/21,,,read,,,,1,0
199334238,"30 Rules To Live By: How Small Timeless Habits Completely Change Your View On Wealth, Desire And Everyday Vices To Reach Long-Lasting Happiness (Stoicism Mastery)",Thinknetic,"Thinknetic, Thinknetic",,"=""""","=""""",5,,Kindle Edition,216,2023,,2024/05/06,2024/05/06,,,read,,,,1,0
50027,"Homeland (Forgotten Realms: The Dark Elf Trilogy, #1; Legend of Drizzt, #1)",R.A. Salvatore,"Salvatore, R.A.",,"=""""","=""""",5,Wizards of the Coast,Mass Market Paperback,343,2025,1990,2015/07/15,2015/07/22,,,read,,,,1,0
63933688,"Tripwire (Jack Reacher, #3)",Lee Child,"Child, Lee",,"=""""","=""""",4,Berkley; Reprint edition,Kindle Edition,586,2007,1999,2024/05/04,2024/04/12,,,read,,,,2,0
125188440,"The Firm (The Firm, #1)",John Grisham,"Grisham, John",,"=""""","=""""",5,Dell,Kindle Edition,498,2023,1991,,2024/03/09,,,read,,,,1,0
54529554,Discipline Equals Freedom: Field Manual Mk1-MOD1,Jocko Willink,"Willink, Jocko",,"=""1250276187""","=""9781250276186""",5,St. Martin's Press,Kindle Edition,238,2020,2017,2021/03/16,2023/02/22,,,read,,,,1,0
20447117,Linux for Beginners,Jason Cannon,"Cannon, Jason",,"=""""","=""""",4,,Kindle Edition,147,2014,2014,2024/03/25,2024/03/05,,,read,,,,1,0
55842787,101 Things I Learned in Business School,Michael W. Preis,"Preis, Michael W.",Matthew Frederick,"=""1524761923""","=""9781524761929""",4,Crown,Hardcover,216,2021,2010,,2024/03/09,,,read,,,,1,0
127705975,QBQ! The Question Behind the Question: Practicing Personal Accountability at Work and in Life by John G. Miller (Sep 13 2004),Unknown Author,"Author, Unknown",,"=""""","=""""",5,Putnam Adult,Unknown Binding,0,1994,2014,,2024/03/05,,,read,,,,1,0
43609554,The Secret History of the World: As Laid Down by the Secret Societies,Mark Booth,"Booth, Mark",Jonathan  Black,"=""""","=""""",4,ABRAMS Press,Kindle Edition,705,2010,2007,,2024/03/05,,,read,,,,1,0
123292163,The Kaiju Preservation Society,John Scalzi,"Scalzi, John",,"=""""","=""""",2,Tor Books,Kindle Edition,261,2023,2022,,2024/03/05,,,read,,,,1,0
52181741,Die with Zero: Getting All You Can from Your Money and Your Life,Bill  Perkins,"Perkins, Bill",,"=""""","=""""",3,Houghton Mifflin Harcourt,Kindle Edition,240,2020,2020,,2024/03/05,,,read,,,,1,0
56622694,Designing the Mind: The Principles of Psychitecture,Ryan A. Bush,"Bush, Ryan A.",Designing the Mind,"=""""","=""""",5,,Kindle Edition,270,2021,,,2024/03/05,,,read,,,,1,0
55228017,Good Dog: A Collection of Portraits,Randal Ford,"Ford, Randal",W. Bruce Cameron,"=""1599621487""","=""9781599621487""",5,Rizzoli,Hardcover,208,2020,,,2024/03/05,,,read,,,,1,0
60808316,Tracers in the Dark: The Global Hunt for the Crime Lords of Cryptocurrency,Andy Greenberg,"Greenberg, Andy",,"=""""","=""""",5,Vintage,Kindle Edition,512,2022,,2024/02/19,2024/02/19,,,read,,,,1,0
15740433,Kill Decision,Daniel Suarez,"Suarez, Daniel",,"=""1101587334""","=""9781101587331""",5,Dutton Adult,Kindle Edition,400,2012,2012,2023/12/11,2023/12/11,,,read,,,,1,0
200179688,"The Anthology of Balaji: A Guide to Technology, Truth, and Building the Future",Eric Jorgenson,"Jorgenson, Eric",Balaji Srinivasan,"=""1544542909""","=""9781544542904""",5,Smart Friends Publishing,Kindle Edition,273,2023,,2023/12/10,2023/11/03,,,read,,,,1,0
63040251,"Cortisol: The Master Hormone: Improve Your Health, Weight, Fertility, Menopause, Longevity, and Reduce Stress",Wibe Wagemans,"Wagemans, Wibe",Ioana A.  Bina,"=""""","=""""",3,Pardigm Inc.,Kindle Edition,174,2022,,2023/12/10,2023/06/30,,,read,,,,1,0
50894550,"Autophagy: How to Leverage Your Body’s Natural Intelligence to Activate the Anti-Age Process, Detox Your Body and Lose Weight Faster Than Ever Before",Alaina W. Bolton,"Bolton, Alaina W.",,"=""""","=""""",3,,Kindle Edition,67,2019,,2023/12/10,2023/06/30,,,read,,,,1,0
82368586,The ChatGPT Millionaire (Chat GPT Mastery),Neil Dagger,"Dagger, Neil",,"=""""","=""""",2,,Kindle Edition,130,2023,,2023/12/10,2023/03/23,,,read,,,,1,0
116257226,The ChatGPT Prompt Library: Second Edition (Revised) (Artificial Intelligence Guides Book 3),Aurimas Butvilauskas,"Butvilauskas, Aurimas",,"=""""","=""""",2,,Kindle Edition,807,2023,,2023/12/10,2023/03/22,,,read,,,,1,0
123254126,GPT-4: Mastering the Multimodal Mind (Artificial Intelligence Guides Book 7),Aurimas Butvilauskas,"Butvilauskas, Aurimas",,"=""""","=""""",2,,Kindle Edition,167,2023,,2023/12/10,2023/03/18,,,read,,,,1,0
61919682,The No BS Kettlebell and Bodyweight Kickstart Program,Aleks Salkin,"Salkin, Aleks",,"=""""","=""""",3,,Kindle Edition,116,2022,,2023/12/10,2022/12/30,,,read,,,,1,0
9976177,The Bed of Procrustes: Philosophical and Practical Aphorisms (Incerto Book 4),Nassim Nicholas Taleb,"Taleb, Nassim Nicholas",,"=""""","=""""",4,,Kindle Edition,168,,2010,2020/12/02,2020/09/14,,,read,,,,1,0
